,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,name,date,title,review,vote,rating,text_lower,text_wo_punct,review_stopwords,logistic_sentiment,random_forest_sentiment,support_vector_sentiment
194,194,194,194,Anand,2020-03-06,Product Versa 2,"The product is good.. It requires some time to understand the features
",0,5,"the product is good.. it requires some time to understand the features
","the product is good it requires some time to understand the features
",product good requires time understand features,0,0,0
195,195,195,195,Biswajit Bhuyan,2021-06-20,Good one 👍,"It’s a gift,I bought it for my sister. She is so happy and the she like the colour so much. She is using it regularly to her work. It’s battery life is awesome 👍
",0,5,"it’s a gift,i bought it for my sister. she is so happy and the she like the colour so much. she is using it regularly to her work. it’s battery life is awesome 👍
","it’s a gifti bought it for my sister she is so happy and the she like the colour so much she is using it regularly to her work it’s battery life is awesome 👍
",it’s gifti bought sister happy like colour much using regularly work it’s battery life awesome 👍,1,1,1
196,196,196,196,Kindle Customer,2021-07-10,Waste product,"Charger is not working properly.  Overall hanging problem is also there... not recommended...
",1,1,"charger is not working properly.  overall hanging problem is also there... not recommended...
","charger is not working properly  overall hanging problem is also there not recommended
",charger working properly overall hanging problem also recommended,1,0,1
197,197,197,197,kartik,2019-12-06,Not accurate packing,"There is only one side belt in the box. No other side belt.
",4,3,"there is only one side belt in the box. no other side belt.
","there is only one side belt in the box no other side belt
",one side belt box side belt,0,0,0
198,198,198,198,Amazon Customer,2020-03-04,Worth buying,"All features are good.
",0,5,"all features are good.
","all features are good
",features good,0,1,0
199,199,199,199,UP,2021-05-28,Versa 3 better than versa 2,"It’s not that bad but accuracy isn’t  always right I think versa 3 is better plus a little prize difference is there so if ur purchasing versa 2 I would prefer versa 3
",0,3,"it’s not that bad but accuracy isn’t  always right i think versa 3 is better plus a little prize difference is there so if ur purchasing versa 2 i would prefer versa 3
","it’s not that bad but accuracy isn’t  always right i think versa 3 is better plus a little prize difference is there so if ur purchasing versa 2 i would prefer versa 3
",it’s bad accuracy isn’t always right think versa 3 better plus little prize difference ur purchasing versa 2 would prefer versa 3,0,0,0
200,200,200,200,SHRUTI MONGA,2020-02-19,Worst product,"Bad product.. definitely when bought offline.. looks like they are just giving away their faulty products..Need to test offline.. but do not buy
",0,1,"bad product.. definitely when bought offline.. looks like they are just giving away their faulty products..need to test offline.. but do not buy
","bad product definitely when bought offline looks like they are just giving away their faulty productsneed to test offline but do not buy
",bad product definitely bought offline looks like giving away faulty productsneed test offline buy,0,0,0
201,201,201,201,Nilima dogra,2021-07-16,Love it,"Delivered on time..love it right now
",0,5,"delivered on time..love it right now
","delivered on timelove it right now
",delivered timelove right,0,0,0
202,202,202,202,Akanksha,2021-06-13,Loved it...,"Woww...It’s Beautiful ❤️❤️
",1,5,"woww...it’s beautiful ❤️❤️
","wowwit’s beautiful ❤️❤️
",wowwit’s beautiful ❤️❤️,1,0,1
203,203,203,203,kavita marak,2020-03-09,Not worth buying. Instead go for Garmin235,"The product doesnt give any accuracy while running. I have used this two running events and found there is inaccuracy in pace and distance covered. I am not at all happy with this product.
",0,1,"the product doesnt give any accuracy while running. i have used this two running events and found there is inaccuracy in pace and distance covered. i am not at all happy with this product.
","the product doesnt give any accuracy while running i have used this two running events and found there is inaccuracy in pace and distance covered i am not at all happy with this product
",product doesnt give accuracy running used two running events found inaccuracy pace distance covered happy product,0,0,0
204,204,204,204,Joy J,2021-01-12,Nice product,"Ok,ok
",0,4,"ok,ok
","okok
",okok,0,0,0
205,205,205,205,satya,2020-03-18,Not so smart,"Notification does not work. Battery life is low. Bluetooth connection gets lost
",0,1,"notification does not work. battery life is low. bluetooth connection gets lost
","notification does not work battery life is low bluetooth connection gets lost
",notification work battery life low bluetooth connection gets lost,0,0,0
